m o l _ f r e q _ d e t = - 6 4 . 7 9 5 0 0 0 0 0 0 0 0 0 0 2
10.521169501019177,10.961169501019176,5.421169501019176,7.2011695010191765,12.281169501019177,5.1211695010191765,14.181169501019177,8.061169501019176,5.061169501019176,4.561169501019176,9.481169501019176,6.861169501019176,3.581169501019176,10.821169501019176,7.781169501019176,7.581169501019176,10.321169501019176,9.161169501019176,13.221169501019176,10.521169501019177,11.401169501019176,11.301169501019176,11.961169501019176,9.461169501019176,6.321169501019176,12.441169501019177,9.321169501019176,10.321169501019176,9.001169501019175,10.401169501019176,9.601169501019177,9.301169501019176,9.401169501019176,8.081169501019176,8.941169501019177,14.781169501019177,10.441169501019177,13.281169501019177,16.721169501019176,9.861169501019177,11.881169501019176,9.741169501019176,8.081169501019176,13.641169501019176,7.501169501019176,8.601169501019177,7.081169501019176,8.001169501019175,7.001169501019176,9.321169501019176,11.301169501019176,16.121169501019175,8.021169501019177,14.821169501019176,6.881169501019176,10.521169501019177,10.461169501019176,9.281169501019177,7.981169501019176,9.801169501019176,10.061169501019176,8.201169501019177,9.521169501019177,8.161169501019176,13.161169501019176,9.741169501019176,8.741169501019176,10.101169501019177,14.601169501019177,7.761169501019176,12.001169501019175,14.441169501019177,14.381169501019176,3.3811695010191762,7.861169501019176,12.181169501019177,11.701169501019177,11.881169501019176,16.441169501019175,12.181169501019177,13.601169501019177,12.841169501019175,6.981169501019176,8.021169501019177,9.921169501019175,7.1211695010191765,12.061169501019176,13.861169501019177,5.921169501019176,10.621169501019176,12.921169501019175,10.881169501019176,8.001169501019175,5.481169501019176,11.781169501019177,7.641169501019176,11.641169501019176,7.7011695010191765,13.801169501019176,10.901169501019176,8.421169501019175,9.361169501019177,11.761169501019175,8.061169501019176,11.961169501019176,14.481169501019176,9.941169501019177,8.561169501019176,7.561169501019176,10.281169501019177,10.721169501019176,7.7011695010191765,16.121169501019175,4.961169501019176,11.181169501019177,9.681169501019177,7.441169501019176,3.4411695010191763,10.601169501019177,7.481169501019176,9.941169501019177,9.181169501019177,15.521169501019177,11.661169501019176,13.841169501019175,7.481169501019176,14.881169501019176,13.301169501019176,10.881169501019176,10.081169501019176,9.841169501019175,9.761169501019175,8.401169501019176,13.841169501019175,8.781169501019177,9.521169501019177,9.061169501019176,13.381169501019176,9.201169501019177,8.361169501019177,4.7011695010191765,9.241169501019176,15.701169501019177,14.641169501019176,12.001169501019175,12.901169501019176,12.221169501019176,11.801169501019176,14.441169501019177,11.581169501019176,9.701169501019177,8.641169501019176,13.821169501019176,11.601169501019177,10.601169501019177,12.001169501019175,12.241169501019176,13.101169501019177,3.141169501019176,7.241169501019176,11.681169501019177,10.521169501019177,9.801169501019176,14.501169501019175,14.441169501019177,9.301169501019176,14.661169501019176,13.701169501019177,13.401169501019176,11.961169501019176,4.861169501019176,12.381169501019176,8.961169501019176,15.901169501019176,11.781169501019177,10.221169501019176,9.021169501019177,11.321169501019176,13.441169501019177,10.001169501019175,11.781169501019177,9.961169501019176,6.641169501019176,13.481169501019176,14.141169501019176,13.861169501019177,11.301169501019176,3.741169501019176,14.561169501019176,12.581169501019176,11.161169501019176,12.941169501019177,7.441169501019176,13.601169501019177,12.061169501019176,7.721169501019176,8.561169501019176,12.481169501019176,9.681169501019177,11.441169501019177,7.6611695010191765,8.941169501019177,10.941169501019177,9.421169501019175,8.421169501019175,8.341169501019175,7.901169501019176,13.581169501019176,13.141169501019176,9.701169501019177,11.681169501019177,11.501169501019175,15.681169501019177,5.481169501019176,12.481169501019176,13.681169501019177,7.181169501019176,13.361169501019177,9.501169501019175,13.221169501019176,5.281169501019176,9.421169501019175,13.201169501019177,5.081169501019176,7.301169501019176,15.761169501019175,4.301169501019176,9.921169501019175,14.701169501019177,13.901169501019176,5.1611695010191765,14.421169501019175,4.981169501019176,9.321169501019176,10.401169501019176,8.341169501019175,6.561169501019176,9.101169501019177,11.421169501019175,9.721169501019176,13.281169501019177,11.521169501019177,9.841169501019175,7.441169501019176,12.621169501019176,11.081169501019176,13.841169501019175,8.281169501019177,7.2011695010191765,5.881169501019176,4.581169501019176,11.301169501019176,6.141169501019176,19.221169501019176,10.001169501019175,7.601169501019176,10.361169501019177,9.801169501019176,11.421169501019175,12.481169501019176,13.701169501019177,6.561169501019176,7.581169501019176,11.181169501019177,11.081169501019176,11.321169501019176,11.421169501019175,9.601169501019177,11.161169501019176,13.301169501019176,15.461169501019176,10.881169501019176,9.881169501019176,11.261169501019175,10.221169501019176,10.761169501019175,10.861169501019177,7.321169501019176,9.541169501019176,8.201169501019177,15.681169501019177,6.021169501019176,9.041169501019176,7.641169501019176,15.541169501019176,8.881169501019176,10.721169501019176,14.801169501019176,7.521169501019176,9.641169501019176,10.841169501019175,13.781169501019177,9.521169501019177,12.141169501019176,8.921169501019175,11.581169501019176,9.161169501019176,8.461169501019176,17.881169501019176,13.401169501019176,11.121169501019176,12.081169501019176,5.881169501019176,10.441169501019177,11.761169501019175,8.221169501019176,8.901169501019176,7.961169501019176,8.641169501019176,10.221169501019176,9.341169501019175,13.221169501019176,9.381169501019176,5.961169501019176,8.401169501019176,7.361169501019176,5.401169501019176,7.421169501019176,5.321169501019176,8.961169501019176,6.901169501019176,13.461169501019176,15.001169501019175,14.641169501019176,14.641169501019176,4.561169501019176,6.901169501019176,11.641169501019176,10.261169501019175,9.601169501019177,11.781169501019177,7.6211695010191765,12.221169501019176,8.521169501019177,8.401169501019176,12.681169501019177,13.141169501019176,4.921169501019176,12.301169501019176,16.881169501019176,16.261169501019175,8.241169501019176,5.781169501019176,4.001169501019176,8.121169501019176,8.541169501019176,10.361169501019177,9.141169501019176,13.641169501019176,4.861169501019176,8.161169501019176,9.961169501019176,9.321169501019176,8.321169501019176,11.361169501019177,14.041169501019176,8.681169501019177,8.941169501019177,9.921169501019175,10.421169501019175,8.601169501019177,12.641169501019176,10.921169501019175,14.201169501019177,13.701169501019177,12.241169501019176,8.421169501019175,10.381169501019176,9.421169501019175,11.501169501019175,8.681169501019177,15.281169501019177,7.241169501019176,13.061169501019176,11.921169501019175,11.621169501019176,11.641169501019176,9.461169501019176,5.221169501019176,7.601169501019176,9.181169501019177,10.541169501019176,11.021169501019177,7.341169501019176,7.141169501019176,13.161169501019176,12.381169501019176,8.341169501019175,9.441169501019177,14.341169501019175,12.301169501019176,12.221169501019176,10.401169501019176,12.201169501019177,11.241169501019176,8.321169501019176,8.721169501019176,8.401169501019176,9.461169501019176,11.941169501019177,9.021169501019177,14.781169501019177,11.081169501019176,13.261169501019175,9.081169501019176,11.361169501019177,12.381169501019176,13.241169501019176,10.301169501019176,8.501169501019175,7.181169501019176,11.141169501019176,12.641169501019176,10.961169501019176,10.921169501019175,9.161169501019176,8.881169501019176,9.121169501019176,6.041169501019176,6.501169501019176,15.781169501019177,13.021169501019177,10.961169501019176,11.101169501019177,9.821169501019176,12.921169501019175,16.281169501019175,5.1211695010191765,9.601169501019177,6.6611695010191765,8.981169501019176,8.141169501019176,14.361169501019177,9.241169501019176,15.021169501019177,8.461169501019176,6.881169501019176,8.401169501019176,11.661169501019176,6.681169501019176,13.381169501019176,11.141169501019176,13.681169501019177,9.141169501019176,13.381169501019176,8.721169501019176,9.081169501019176,8.141169501019176,5.001169501019176,12.501169501019175,8.121169501019176,8.421169501019175,10.001169501019175,10.061169501019176,6.641169501019176,12.581169501019176,12.141169501019176,4.7011695010191765,9.441169501019177,18.021169501019177,9.961169501019176,13.121169501019176,5.581169501019176,16.321169501019178,11.601169501019177,6.541169501019176,14.761169501019175,18.221169501019176,9.361169501019177,5.301169501019176,11.081169501019176,11.461169501019176,11.561169501019176,17.001169501019177,12.861169501019177,10.261169501019175,6.721169501019176,7.6611695010191765,8.021169501019177,12.101169501019177,10.261169501019175,10.941169501019177,8.241169501019176,14.281169501019177,10.501169501019175,10.881169501019176,13.041169501019176,10.161169501019176,9.281169501019177,8.441169501019177,6.801169501019176,11.101169501019177,7.501169501019176,7.6611695010191765,10.341169501019175,9.981169501019176,13.181169501019177,7.981169501019176,7.761169501019176,8.641169501019176,9.721169501019176,7.961169501019176,8.581169501019176,9.001169501019175,11.761169501019175,10.101169501019177,14.081169501019176,12.021169501019177,8.521169501019177,7.981169501019176,11.161169501019176,9.121169501019176,9.601169501019177,15.501169501019175,9.301169501019176,9.421169501019175,6.401169501019176,10.741169501019176,5.821169501019176,13.821169501019176,9.261169501019175,15.961169501019176,11.081169501019176,19.141169501019178,11.221169501019176,10.221169501019176,7.441169501019176,13.541169501019176,10.041169501019176,12.401169501019176,8.021169501019177,11.701169501019177,8.281169501019177,16.081169501019176,9.201169501019177,11.081169501019176,16.201169501019177,13.441169501019177,5.601169501019176,13.461169501019176,9.421169501019175,11.841169501019175,12.261169501019175,6.541169501019176,9.481169501019176,8.481169501019176,11.601169501019177,5.901169501019176,9.561169501019176,8.741169501019176,8.561169501019176,12.781169501019177,9.741169501019176,7.521169501019176,10.001169501019175,8.301169501019176,5.761169501019176,7.141169501019176,9.041169501019176,8.621169501019176,7.581169501019176,9.741169501019176,5.961169501019176,10.461169501019176,13.741169501019176,11.381169501019176,16.261169501019175,11.781169501019177,11.521169501019177,10.501169501019175,9.701169501019177,10.541169501019176,13.361169501019177,16.221169501019176,10.641169501019176,10.181169501019177,11.921169501019175,8.201169501019177,10.041169501019176,8.381169501019176,11.501169501019175,11.821169501019176,10.901169501019176,10.681169501019177,9.741169501019176,12.341169501019175,13.241169501019176,9.981169501019176,12.101169501019177,15.621169501019176,10.881169501019176,13.141169501019176,9.161169501019176,13.041169501019176,8.941169501019177,9.401169501019176,12.161169501019176,15.641169501019176,6.921169501019176,9.821169501019176,12.101169501019177,7.601169501019176,9.841169501019175,12.381169501019176,13.761169501019175,4.841169501019176,14.141169501019176,12.041169501019176,10.421169501019175,11.161169501019176,8.881169501019176,11.081169501019176,8.801169501019176
m o l _ f r e q _ d e t = - 2 3 . 7 2 5 0 0 0 0 0 0 0 0 0 0 1
28.781169501019175,26.981169501019178,31.541169501019176,24.001169501019177,25.581169501019176,32.401169501019176,24.801169501019174,38.06116950101918,27.361169501019177,26.061169501019176,28.241169501019176,27.021169501019177,29.461169501019175,27.901169501019176,33.84116950101917,27.201169501019177,27.021169501019177,24.781169501019175,33.96116950101918,25.881169501019176,26.621169501019175,28.001169501019177,27.901169501019176,28.181169501019177,25.581169501019176,28.081169501019176,32.42116950101918,35.721169501019176,33.121169501019175,26.981169501019178,35.401169501019176,29.221169501019176,34.901169501019176,31.841169501019177,28.081169501019176,35.92116950101918,31.521169501019177,29.881169501019176,35.14116950101918,29.081169501019176,26.701169501019177,34.56116950101918,34.041169501019176,28.001169501019177,32.52116950101917,30.481169501019178,31.101169501019175,34.84116950101917,33.901169501019176,34.481169501019174,24.061169501019176,33.20116950101917,33.28116950101918,26.921169501019175,26.961169501019175,33.14116950101918,28.841169501019177,27.441169501019175,30.861169501019177,32.36116950101918,31.741169501019176,30.201169501019177,30.201169501019177,32.24116950101918,32.42116950101918,28.401169501019176,33.00116950101918,31.381169501019176,26.721169501019176,30.561169501019176,33.52116950101917,27.201169501019177,25.021169501019177,29.161169501019177,31.621169501019175,27.501169501019177,29.241169501019176,27.121169501019175,29.201169501019177,32.981169501019174,33.261169501019175,32.621169501019175,33.02116950101917,33.68116950101918,24.781169501019175,32.06116950101918,26.981169501019178,33.50116950101918,31.561169501019176,32.161169501019174,33.38116950101917,32.32116950101918,31.681169501019177,34.56116950101918,29.601169501019175,29.241169501019176,30.761169501019175,31.081169501019176,27.561169501019176,32.78116950101918,26.461169501019175,32.02116950101917,31.981169501019178,28.561169501019176,27.961169501019175,32.621169501019175,30.321169501019178,31.761169501019175,28.501169501019177,25.821169501019178,29.861169501019177,26.481169501019178,27.881169501019176,31.521169501019177,25.881169501019176,29.121169501019175,30.581169501019176,26.661169501019177,26.721169501019176,31.981169501019178,23.921169501019175,28.261169501019175,31.761169501019175,28.061169501019176,32.621169501019175,29.581169501019176,31.121169501019175,26.661169501019177,29.221169501019176,27.281169501019175,29.281169501019175,31.841169501019177,31.341169501019177,31.461169501019175,24.781169501019175,24.141169501019178,32.42116950101918,27.021169501019177,27.541169501019176,31.301169501019174,26.121169501019175,32.74116950101918,25.501169501019177,33.42116950101918,28.601169501019175,24.161169501019177,32.221169501019176,37.68116950101918,29.281169501019175,29.441169501019175,29.861169501019177,29.341169501019177,31.101169501019175,26.061169501019176,30.481169501019178,36.32116950101918,30.601169501019175,26.561169501019176,25.981169501019178,33.78116950101918,29.781169501019175,27.501169501019177,29.321169501019178,26.841169501019177,28.681169501019177,31.521169501019177,32.56116950101918,34.121169501019175,32.56116950101918,30.501169501019177,29.441169501019175,32.86116950101918,28.821169501019178,31.381169501019176,28.501169501019177,25.481169501019178,31.401169501019176,26.161169501019177,28.181169501019177,30.941169501019175,30.101169501019175,27.501169501019177,31.001169501019177,26.541169501019176,26.241169501019176,34.401169501019176,22.281169501019175,36.82116950101918,34.901169501019176,34.121169501019175,30.701169501019177,26.541169501019176,26.281169501019175,31.741169501019176,35.00116950101918,27.321169501019178,33.661169501019174,32.02116950101917,30.081169501019176,21.101169501019175,31.321169501019178,29.541169501019176,29.601169501019175,32.38116950101917,33.88116950101917,25.481169501019178,29.501169501019177,29.401169501019176,28.121169501019175,30.161169501019177,33.581169501019176,34.02116950101917,28.701169501019177,23.101169501019175,28.081169501019176,29.561169501019176,36.24116950101918,30.561169501019176,31.821169501019178,30.701169501019177,30.601169501019175,25.421169501019175,30.741169501019176,26.101169501019175,20.761169501019175,22.441169501019175,32.34116950101917,28.761169501019175,21.481169501019178,23.181169501019177,31.441169501019175,29.721169501019176,24.101169501019175,25.441169501019175,32.721169501019176,37.60116950101918,24.161169501019177,25.941169501019175,25.901169501019176,26.461169501019175,29.541169501019176,25.181169501019177,32.96116950101918,31.061169501019176,29.701169501019177,34.301169501019174,31.561169501019176,29.761169501019175,39.02116950101917,31.101169501019175,27.221169501019176,27.401169501019176,31.621169501019175,28.641169501019178,27.521169501019177,30.481169501019178,27.381169501019176,28.501169501019177,32.401169501019176,32.401169501019176,34.801169501019174,36.96116950101918,33.86116950101918,31.581169501019176,32.86116950101918,30.381169501019176,27.981169501019178,30.741169501019176,32.581169501019176,34.88116950101917,33.481169501019174,32.441169501019175,26.821169501019178,27.921169501019175,29.801169501019174,33.96116950101918,27.421169501019175,25.861169501019177,32.541169501019176,27.401169501019176,28.721169501019176,24.641169501019178,25.461169501019175,33.941169501019175,31.921169501019175,21.581169501019176,27.301169501019174,24.681169501019177,26.801169501019174,29.741169501019176,24.281169501019175,26.321169501019178,23.001169501019177,28.421169501019175,30.341169501019177,32.52116950101917,29.981169501019178,24.481169501019178,26.941169501019175,25.381169501019176,24.061169501019176,28.601169501019175,30.301169501019174,25.441169501019175,33.06116950101918,32.941169501019175,34.10116950101918,31.121169501019175,29.481169501019178,27.001169501019177,26.881169501019176,29.341169501019177,32.42116950101918,25.541169501019176,36.56116950101918,32.541169501019176,34.661169501019174,34.74116950101918,31.101169501019175,33.74116950101918,35.70116950101917,29.881169501019176,31.561169501019176,30.781169501019175,29.661169501019177,32.74116950101918,34.82116950101918,27.801169501019174,30.281169501019175,29.181169501019177,43.14116950101918,29.621169501019175,29.601169501019175,26.041169501019176,33.50116950101918,32.50116950101918,29.541169501019176,30.121169501019175,30.441169501019175,35.24116950101918,33.20116950101917,30.361169501019177,30.821169501019178,31.841169501019177,24.661169501019177,28.161169501019177,23.341169501019177,25.481169501019178,28.781169501019175,29.021169501019177,27.981169501019178,30.121169501019175,27.261169501019175,26.981169501019178,33.86116950101918,35.74116950101918,27.681169501019177,26.081169501019176,27.861169501019177,33.761169501019175,28.401169501019176,29.201169501019177,29.541169501019176,38.20116950101917,29.121169501019175,33.621169501019175,32.121169501019175,30.121169501019175,30.061169501019176,33.00116950101918,34.661169501019174,31.921169501019175,32.621169501019175,31.521169501019177,34.28116950101918,30.481169501019178,27.221169501019176,32.50116950101918,30.181169501019177,36.801169501019174,28.341169501019177,31.981169501019178,36.02116950101917,26.801169501019174,28.761169501019175,27.821169501019178,35.56116950101918,27.561169501019176,31.161169501019177,30.061169501019176,30.681169501019177,34.00116950101918,30.201169501019177,28.241169501019176,32.36116950101918,28.901169501019176,34.18116950101918,29.261169501019175,34.081169501019176,27.821169501019178,27.661169501019177,36.20116950101917,29.221169501019176,30.961169501019175,25.481169501019178,29.101169501019175,32.02116950101917,26.521169501019177,29.741169501019176,25.981169501019178,31.041169501019176,26.641169501019178,31.281169501019175,31.581169501019176,29.381169501019176,31.561169501019176,26.661169501019177,25.081169501019176,26.961169501019175,30.141169501019178,28.401169501019176,35.481169501019174,35.401169501019176,30.481169501019178,32.161169501019174,33.46116950101918,32.481169501019174,26.481169501019178,31.101169501019175,31.161169501019177,33.441169501019175,32.32116950101918,34.46116950101918,28.881169501019176,28.501169501019177,30.101169501019175,29.321169501019178,28.321169501019178,26.961169501019175,30.501169501019177,29.061169501019176,26.561169501019176,33.221169501019176,29.021169501019177,37.24116950101918,32.02116950101917,28.261169501019175,27.101169501019175,30.201169501019177,30.461169501019175,30.101169501019175,32.041169501019176,27.141169501019178,32.96116950101918,30.261169501019175,30.821169501019178,27.501169501019177,30.601169501019175,31.261169501019175,25.741169501019176,30.541169501019176,25.521169501019177,31.261169501019175,32.941169501019175,33.50116950101918,28.901169501019176,29.781169501019175,35.801169501019174,23.181169501019177,28.201169501019177,31.361169501019177,30.021169501019177,25.401169501019176,25.221169501019176,31.181169501019177,30.321169501019178,27.981169501019178,29.321169501019178,27.621169501019175,30.281169501019175,29.261169501019175,28.201169501019177,29.281169501019175,28.941169501019175,34.981169501019174,25.101169501019175,31.241169501019176,27.661169501019177,32.18116950101918,30.341169501019177,27.261169501019175,25.181169501019177,30.641169501019178,32.24116950101918,31.421169501019175,29.541169501019176,28.361169501019177,26.081169501019176,29.621169501019175,27.061169501019176,27.461169501019175,24.501169501019177,37.121169501019175,34.78116950101918,26.121169501019175,26.201169501019177,26.161169501019177,25.001169501019177,25.501169501019177,24.521169501019177,22.341169501019177,29.681169501019177,27.781169501019175,33.32116950101918,28.321169501019178,25.521169501019177,29.361169501019177,26.441169501019175,28.021169501019177,26.241169501019176,30.921169501019175,31.281169501019175,25.581169501019176,21.641169501019178,29.761169501019175,24.081169501019176,31.161169501019177,32.14116950101918,25.021169501019177,28.501169501019177,27.361169501019177,25.481169501019178,31.261169501019175,28.821169501019178,27.361169501019177,26.321169501019178,25.201169501019177,31.901169501019176,28.981169501019178,29.981169501019178,22.281169501019175,33.24116950101918,30.601169501019175,27.441169501019175,24.421169501019175,28.721169501019176,28.581169501019176,31.341169501019177,32.801169501019174,29.181169501019177,31.281169501019175,28.201169501019177,29.861169501019177
m o l _ f r e q _ d e t = - 1 0 . 0 3 5 0 0 0 0 0 0 0 0 0 0 1
54.301169501019174,51.68116950101918,52.981169501019174,50.661169501019174,50.84116950101917,48.801169501019174,52.20116950101917,58.581169501019176,49.041169501019176,49.081169501019176,48.481169501019174,45.041169501019176,53.081169501019176,51.621169501019175,47.721169501019176,48.70116950101917,52.38116950101917,49.74116950101918,56.70116950101917,51.221169501019176,50.661169501019174,54.761169501019175,45.541169501019176,48.28116950101918,45.541169501019176,52.941169501019175,49.56116950101918,51.441169501019175,55.28116950101918,47.88116950101917,48.60116950101918,50.161169501019174,51.661169501019174,50.161169501019174,46.941169501019175,49.661169501019174,51.86116950101918,49.14116950101918,50.34116950101917,56.10116950101918,50.581169501019176,55.78116950101918,54.60116950101918,49.541169501019176,50.60116950101918,52.581169501019176,54.52116950101917,50.441169501019175,40.981169501019174,50.36116950101918,48.32116950101918,54.68116950101918,47.401169501019176,49.041169501019176,48.081169501019176,51.24116950101918,56.88116950101917,54.06116950101918,49.441169501019175,49.74116950101918,53.221169501019176,51.581169501019176,53.82116950101918,51.96116950101918,43.20116950101917,44.78116950101918,48.761169501019175,44.24116950101918,52.14116950101918,44.581169501019176,53.20116950101917,54.20116950101917,47.46116950101918,48.70116950101917,52.661169501019174,47.52116950101917,48.541169501019176,49.661169501019174,44.50116950101918,48.60116950101918,52.481169501019174,54.82116950101918,54.981169501019174,50.161169501019174,47.801169501019174,52.401169501019176,52.20116950101917,55.901169501019176,52.401169501019176,52.261169501019175,48.88116950101917,47.52116950101917,51.14116950101918,51.00116950101918,47.401169501019176,48.981169501019174,51.46116950101918,47.56116950101918,49.96116950101918,48.441169501019175,46.86116950101918,53.041169501019176,51.14116950101918,46.24116950101918,52.70116950101917,48.46116950101918,44.621169501019175,51.68116950101918,47.121169501019175,53.14116950101918,50.481169501019174,49.60116950101918,40.06116950101918,43.941169501019175,49.10116950101918,50.10116950101918,59.06116950101918,41.70116950101917,50.661169501019174,46.081169501019176,49.481169501019174,45.621169501019175,51.68116950101918,53.441169501019175,52.721169501019176,48.14116950101918,50.121169501019175,46.18116950101918,53.42116950101918,50.52116950101917,50.74116950101918,43.481169501019174,53.82116950101918,51.24116950101918,50.36116950101918,51.10116950101918,48.46116950101918,49.50116950101918,48.081169501019176,53.32116950101918,47.301169501019174,50.401169501019176,46.161169501019174,51.34116950101917,46.32116950101918,46.541169501019176,49.46116950101918,44.50116950101918,49.86116950101918,48.82116950101918,45.50116950101918,47.161169501019174,49.88116950101917,49.801169501019174,43.74116950101918,48.46116950101918,54.68116950101918,45.901169501019176,51.761169501019175,48.34116950101917,48.261169501019175,50.56116950101918,39.541169501019176,54.74116950101918,49.92116950101918,48.96116950101918,47.14116950101918,45.92116950101918,46.32116950101918,53.06116950101918,51.14116950101918,46.661169501019174,51.20116950101917,55.261169501019175,52.261169501019175,55.36116950101918,47.60116950101918,43.981169501019174,51.06116950101918,46.24116950101918,46.00116950101918,48.28116950101918,45.46116950101918,51.02116950101917,44.38116950101917,51.60116950101918,54.56116950101918,50.041169501019176,46.261169501019175,56.541169501019176,44.38116950101917,55.60116950101918,48.441169501019175,52.401169501019176,52.78116950101918,52.161169501019174,52.78116950101918,48.661169501019174,49.481169501019174,48.34116950101917,55.92116950101918,53.92116950101918,57.06116950101918,50.081169501019176,47.481169501019174,48.36116950101918,45.82116950101918,38.441169501019175,49.88116950101917,47.92116950101918,44.02116950101917,45.401169501019176,48.041169501019176,47.82116950101918,52.96116950101918,53.82116950101918,50.981169501019174,44.88116950101917,52.92116950101918,46.621169501019175,45.581169501019176,47.981169501019174,45.661169501019174,53.261169501019175,51.18116950101918,48.401169501019176,54.36116950101918,49.92116950101918,56.981169501019174,50.121169501019175,48.70116950101917,52.38116950101917,55.64116950101918,54.041169501019176,53.901169501019176,49.00116950101918,51.401169501019176,46.28116950101918,61.68116950101918,50.081169501019176,48.96116950101918,52.981169501019174,52.50116950101918,52.60116950101918,55.301169501019174,49.28116950101918,50.20116950101917,47.36116950101918,52.081169501019176,48.28116950101918,48.02116950101917,52.42116950101918,50.10116950101918,56.221169501019176,51.50116950101918,46.941169501019175,45.34116950101917,43.68116950101918,49.42116950101918,55.68116950101918,42.541169501019176,46.32116950101918,44.42116950101918,42.56116950101918,43.02116950101917,56.46116950101918,40.84116950101917,52.481169501019174,51.00116950101918,53.50116950101918,44.981169501019174,45.14116950101918,51.14116950101918,43.621169501019175,47.481169501019174,53.901169501019176,53.60116950101918,51.24116950101918,47.761169501019175,52.92116950101918,47.56116950101918,53.64116950101918,44.52116950101917,47.901169501019176,46.041169501019176,54.301169501019174,57.36116950101918,55.121169501019175,58.261169501019175,53.801169501019174,58.081169501019176,55.78116950101918,56.081169501019176,50.96116950101918,55.50116950101918,46.64116950101918,49.901169501019176,47.661169501019174,46.761169501019175,49.981169501019174,48.24116950101918,58.70116950101917,52.52116950101917,54.36116950101918,52.78116950101918,49.42116950101918,41.761169501019175,50.901169501019176,52.481169501019174,51.36116950101918,47.74116950101918,55.801169501019174,49.301169501019174,53.60116950101918,44.28116950101918,42.261169501019175,50.801169501019174,48.88116950101917,47.161169501019174,48.661169501019174,51.38116950101917,49.32116950101918,47.801169501019174,48.28116950101918,53.941169501019175,56.00116950101918,46.441169501019175,50.38116950101917,47.36116950101918,52.82116950101918,44.661169501019174,53.541169501019176,49.081169501019176,55.901169501019176,52.10116950101918,59.041169501019176,55.161169501019174,50.20116950101917,53.121169501019175,51.88116950101917,42.081169501019176,51.06116950101918,55.14116950101918,54.941169501019175,49.56116950101918,47.901169501019176,56.081169501019176,49.661169501019174,50.801169501019174,45.161169501019174,49.161169501019174,47.86116950101918,56.92116950101918,51.161169501019174,48.401169501019176,51.02116950101917,55.14116950101918,57.581169501019176,52.68116950101918,50.721169501019176,49.161169501019174,51.86116950101918,51.24116950101918,52.621169501019175,54.00116950101918,53.70116950101917,56.68116950101918,48.70116950101917,56.941169501019175,50.401169501019176,50.38116950101917,47.401169501019176,51.46116950101918,40.32116950101918,47.00116950101918,48.64116950101918,49.78116950101918,48.481169501019174,47.42116950101918,46.02116950101917,47.541169501019176,47.00116950101918,49.88116950101917,43.801169501019174,47.06116950101918,50.941169501019175,48.24116950101918,47.20116950101917,46.081169501019176,40.96116950101918,49.78116950101918,52.161169501019174,48.481169501019174,53.34116950101917,44.661169501019174,51.92116950101918,50.64116950101918,45.74116950101918,50.32116950101918,51.38116950101917,54.10116950101918,53.24116950101918,47.34116950101917,52.221169501019176,56.42116950101918,52.52116950101917,51.941169501019175,57.14116950101918,54.541169501019176,52.721169501019176,49.00116950101918,50.661169501019174,51.00116950101918,47.401169501019176,49.941169501019175,45.621169501019175,49.221169501019176,47.941169501019175,50.081169501019176,48.82116950101918,44.18116950101918,51.34116950101917,48.221169501019176,45.52116950101917,50.78116950101918,54.96116950101918,55.28116950101918,48.82116950101918,49.50116950101918,43.261169501019175,45.56116950101918,55.10116950101918,44.96116950101918,50.46116950101918,45.28116950101918,46.82116950101918,52.261169501019175,50.34116950101917,49.42116950101918,49.721169501019176,49.941169501019175,48.96116950101918,51.761169501019175,43.441169501019175,42.981169501019174,46.92116950101918,46.74116950101918,50.10116950101918,50.78116950101918,46.46116950101918,50.36116950101918,45.801169501019174,43.46116950101918,55.24116950101918,53.28116950101918,51.34116950101917,50.84116950101917,45.46116950101918,55.78116950101918,50.06116950101918,45.88116950101917,47.24116950101918,45.901169501019176,48.661169501019174,42.081169501019176,43.801169501019174,56.24116950101918,55.92116950101918,44.121169501019175,45.301169501019174,40.581169501019176,51.92116950101918,43.901169501019176,50.78116950101918,47.941169501019175,44.92116950101918,52.20116950101917,52.081169501019176,44.86116950101918,46.32116950101918,46.10116950101918,45.081169501019176,49.96116950101918,44.46116950101918,48.68116950101918,46.721169501019176,46.721169501019176,45.14116950101918,46.88116950101917,43.28116950101918,42.941169501019175,40.481169501019174,52.42116950101918,49.621169501019175,38.761169501019175,46.68116950101918,49.541169501019176,48.60116950101918,42.86116950101918,47.801169501019174,47.10116950101918,51.041169501019176,53.84116950101917,46.36116950101918,52.24116950101918,51.801169501019174,49.221169501019176,50.38116950101917,52.14116950101918,41.86116950101918
m o l _ f r e q _ d e t = - 3 . 1 9 0 0 0 0 0 0 0 0 0 0 0 1 2
