,twz_5_probe_0.1_mol_6_x,twz_5_probe_0.1_mol_6_y,twz_6_probe_0.1_mol_6_x,twz_6_probe_0.1_mol_6_y,twz_8_probe_0.1_mol_6_x,twz_8_probe_0.1_mol_6_y,twz_5_probe_3_mol_6_x,twz_5_probe_3_mol_6_y,twz_6_probe_3_mol_6_x,twz_6_probe_3_mol_6_y,twz_8_probe_3_mol_6_x,twz_8_probe_3_mol_6_y,twz_5_probe_6_mol_6_x,twz_5_probe_6_mol_6_y,twz_6_probe_6_mol_6_x,twz_6_probe_6_mol_6_y,twz_8_probe_6_mol_6_x,twz_8_probe_6_mol_6_y
41,0.1850871547654653,11.597724577726101,0.1850871547654653,8.861767686269298,0.1850871547654653,0.8975758095738516,0.1850871547654653,10.603284637740922,0.1850871547654653,6.349964601835197,0.1850871547654653,-0.4426146775261742,0.1850871547654653,5.01205968783686,0.1850871547654653,5.749607107995104,0.1850871547654653,1.096935203862807
42,0.1905728890483926,11.642887575902897,0.1905728890483926,8.759760401507068,0.1905728890483926,0.8682532396667373,0.1905728890483926,10.566985512957556,0.1905728890483926,6.075717069194495,0.1905728890483926,-0.4752392963811409,0.1905728890483926,5.3997524028500585,0.1905728890483926,4.724610476045825,0.1905728890483926,1.0484170183188601
43,0.19549940550474407,11.62414397054872,0.19549940550474407,8.733573452370237,0.19549940550474407,1.0262409748355947,0.19549940550474407,10.56710612433461,0.19549940550474407,5.758148890036393,0.19549940550474407,-0.30920832868485915,0.19549940550474407,5.364890950948076,0.19549940550474407,4.68800601623633,0.19549940550474407,0.8217289263547118
44,0.1993508850753533,11.595828123956492,0.1993508850753533,8.698417733807357,0.1993508850753533,1.0605657929227044,0.1993508850753533,10.536289040187121,0.1993508850753533,5.715952511874771,0.1993508850753533,-0.36576171571902266,0.1993508850753533,5.5684385427622685,0.1993508850753533,4.643277390478245,0.1993508850753533,0.7678516428726595
45,0.2031532839463272,11.56751602240295,0.2031532839463272,8.673446004003056,0.2031532839463272,1.0171309451616322,0.2031532839463272,10.506456032921179,0.2031532839463272,5.679200196511708,0.2031532839463272,-0.8196030707517377,0.2031532839463272,5.531474479817904,0.2031532839463272,4.604985313397406,0.2031532839463272,0.723996621255118
46,0.2082182209745717,11.670780822111032,0.2082182209745717,8.546115488537842,0.2082182209745717,0.9661076779283561,0.2082182209745717,10.479232029065017,0.2082182209745717,5.070383671004767,0.2082182209745717,-1.1343502320574554,0.2082182209745717,5.491773203322894,0.2082182209745717,4.562960398552598,0.2082182209745717,1.0963548466720634
47,0.21497487844857802,11.444710996274239,0.21497487844857802,8.223831605372474,0.21497487844857802,0.8773934244852528,0.21497487844857802,10.493535794359044,0.21497487844857802,5.052043453040953,0.21497487844857802,-1.1518892302794572,0.21497487844857802,5.136570747116633,0.21497487844857802,4.140415623848602,0.21497487844857802,1.0785277966213744
48,0.22169866194194487,11.502098400967334,0.22169866194194487,8.145035784500026,0.22169866194194487,0.38152239282442524,0.22169866194194487,10.549346403039285,0.22169866194194487,5.098833511763184,0.22169866194194487,-0.8215856935645273,0.22169866194194487,5.866992640776301,0.22169866194194487,2.8311398049234056,0.22169866194194487,1.1187308210817706
49,0.23119444889162916,11.427377583874028,0.23119444889162916,7.786450022252991,0.23119444889162916,0.34290134480497436,0.23119444889162916,10.38886604359398,0.23119444889162916,4.8957541545941385,0.23119444889162916,-0.785731334035707,0.23119444889162916,5.909306831769928,0.23119444889162916,2.870521968109129,0.23119444889162916,0.8214692967810001
50,0.24233052396225951,11.732555993227072,0.24233052396225951,7.837216176500623,0.24233052396225951,0.4089396353529923,0.24233052396225951,10.735613645519724,0.24233052396225951,4.270664662620029,0.24233052396225951,-0.7173773963613782,0.24233052396225951,6.949023979476144,0.24233052396225951,2.4008907606971315,0.24233052396225951,0.6273052280147049
51,0.2551581688329944,11.788933472183539,0.2551581688329944,7.728810633339566,0.2551581688329944,0.7861348023641191,0.2551581688329944,10.894194305149146,0.2551581688329944,4.345850046119745,0.2551581688329944,0.22937202720807637,0.2551581688329944,7.380052261606193,0.2551581688329944,1.951509737108286,0.2551581688329944,0.7116738002566393
52,0.26907650684566586,11.812833050516051,0.26907650684566586,7.370743126953162,0.26907650684566586,0.8554284441783837,0.26907650684566586,10.921785293982452,0.26907650684566586,3.7069733983669075,0.26907650684566586,0.7212719837833119,0.26907650684566586,8.333867520939336,0.26907650684566586,0.7184479828980307,0.26907650684566586,0.916833581660198
53,0.28495555028924285,11.936636470390205,0.28495555028924285,7.399804450200903,0.28495555028924285,0.634374186242442,0.28495555028924285,11.135247771088324,0.28495555028924285,3.736954641072362,0.28495555028924285,0.4571861563337132,0.28495555028924285,8.965775018098213,0.28495555028924285,-0.060467181507390826,0.28495555028924285,1.8600081730779665
54,0.30119681999736203,11.758470377789429,0.30119681999736203,7.187620674723854,0.30119681999736203,0.7724589302609618,0.30119681999736203,11.03863918748827,0.30119681999736203,3.3211257981814497,0.30119681999736203,0.5514523424328653,0.30119681999736203,9.54959659464623,0.30119681999736203,0.035396798495342136,0.30119681999736203,1.286341021032287
55,0.3187063020114486,11.758327484388658,0.3187063020114486,6.958202761033692,0.3187063020114486,0.45042822123936455,0.3187063020114486,11.101211312766724,0.3187063020114486,3.3128429540673894,0.3187063020114486,0.5404974484565489,0.3187063020114486,9.54732268436485,0.3187063020114486,0.1435083601354824,0.3187063020114486,2.848583883805679
56,0.3364434009535742,11.869620914114426,0.3364434009535742,6.896686739181174,0.3364434009535742,0.3848832425571104,0.3364434009535742,11.236713996270847,0.3364434009535742,2.65471812659892,0.3364434009535742,0.9249022028372655,0.3364434009535742,9.500057195600503,0.3364434009535742,0.07734665026772902,0.3364434009535742,2.7878578092486808
57,0.3531855536593338,11.90837779168372,0.3531855536593338,6.366137275412322,0.3531855536593338,0.6619862825470322,0.3531855536593338,11.236780918474969,0.3531855536593338,2.7184878236174517,0.3531855536593338,1.7705656033197894,0.3531855536593338,9.524352393402852,0.3531855536593338,0.07279485093620325,0.3531855536593338,3.216763321803074
58,0.36932999214442197,12.84518225769422,0.36932999214442197,6.153306693374533,0.36932999214442197,0.8163038594984313,0.36932999214442197,11.20692048586783,0.36932999214442197,2.0955517477697905,0.36932999214442197,1.3513797116124424,0.36932999214442197,9.984754156734585,0.36932999214442197,-0.2353338315477026,0.36932999214442197,5.037182086864147
59,0.38489168881572555,13.492006769415898,0.38489168881572555,6.002789747774911,0.38489168881572555,1.0443437718114157,0.38489168881572555,10.728437039756995,0.38489168881572555,2.203886061256302,0.38489168881572555,1.3704110582368179,0.38489168881572555,9.988207619563601,0.38489168881572555,-0.2601066261987938,0.38489168881572555,3.7238349564880866
60,0.39915300588585056,13.453977057031008,0.39915300588585056,5.9420448915335875,0.39915300588585056,0.5629301837621932,0.39915300588585056,10.113708276829406,0.39915300588585056,2.1462610566621736,0.39915300588585056,1.100315249824232,0.39915300588585056,10.079983408674542,0.39915300588585056,-0.5078940642895693,0.39915300588585056,2.4745030147155003
61,0.411315166638353,13.403560091943625,0.411315166638353,5.542469965109744,0.411315166638353,0.5241472277891909,0.411315166638353,10.105502204662816,0.411315166638353,2.4455893370900714,0.411315166638353,1.0610473105277054,0.411315166638353,10.03261143079747,0.411315166638353,-0.4403293643919404,0.411315166638353,2.433994888090597
62,0.4221594599193201,13.375551023177307,0.4221594599193201,5.316995108499462,0.4221594599193201,0.47498134271212966,0.4221594599193201,9.708540363584529,0.4221594599193201,2.2770908844762334,0.4221594599193201,1.012763383079268,0.4221594599193201,9.99906495575581,0.4221594599193201,-0.31504056156110793,0.4221594599193201,2.387966280819332
63,0.4321092762304384,13.361912736403116,0.4321092762304384,5.272921295475602,0.4321092762304384,0.6208777642526948,0.4321092762304384,9.681052523569095,0.4321092762304384,2.221535971639159,0.4321092762304384,1.261375666997887,0.4321092762304384,9.97267436802042,0.4321092762304384,-0.3803854275242393,0.4321092762304384,1.6973174364208015
64,0.44054383112464257,12.976926250404798,0.44054383112464257,5.370057589307187,0.44054383112464257,0.8430923602492562,0.44054383112464257,9.677879045817187,0.44054383112464257,2.2136288468686516,0.44054383112464257,1.2528592453739156,0.44054383112464257,9.969685947150529,0.44054383112464257,-0.4890272840494649,0.44054383112464257,1.6890776539654402
65,0.4462691236232691,12.982621778035623,0.4462691236232691,5.376197613949181,0.4462691236232691,0.829626056988783,0.4462691236232691,9.683767348778764,0.4462691236232691,2.219953313125782,0.4462691236232691,0.9416562281736542,0.4462691236232691,10.036848317093305,0.4462691236232691,-0.48254489176181303,0.4462691236232691,1.6954327716572004
66,0.4525562663434864,13.017769434138424,0.4525562663434864,5.381726808647652,0.4525562663434864,0.8174514724505296,0.4525562663434864,9.706069679603386,0.4525562663434864,2.1194363809923162,0.4525562663434864,0.7906183593827295,0.4525562663434864,10.06052550091154,0.4525562663434864,-0.499828905351488,0.4525562663434864,1.5712903942661716
67,0.4597630435463837,13.435557925906382,0.4597630435463837,5.188481730002401,0.4597630435463837,0.8408863180552565,0.4597630435463837,9.752127048698927,0.4597630435463837,2.419905780281583,0.4597630435463837,0.8139991774159125,0.4597630435463837,10.102570965497407,0.4597630435463837,-0.6269205079195702,0.4597630435463837,1.596243069210353
68,0.464932404293458,13.164394492581243,0.464932404293458,5.225104508191455,0.464932404293458,1.02693260028666,0.464932404293458,10.044214198757384,0.464932404293458,2.3734478673461004,0.464932404293458,1.0302460539774054,0.464932404293458,10.33284284298455,0.464932404293458,-0.4668777976603344,0.464932404293458,1.6016446498309915
69,0.47178008588939163,13.003551002579457,0.47178008588939163,5.285655811167682,0.47178008588939163,1.2268257330321193,0.47178008588939163,10.118477111801864,0.47178008588939163,2.475700625796264,0.47178008588939163,0.6828995574155533,0.47178008588939163,10.406052579490648,0.47178008588939163,-0.22879012552590744,0.47178008588939163,1.7067136396468936
70,0.4796593463022574,12.608445231054285,0.4796593463022574,5.260104769912321,0.4796593463022574,1.3265012409119703,0.4796593463022574,9.882647620097869,0.4796593463022574,2.7038023747248863,0.4796593463022574,0.7848703985641688,0.4796593463022574,10.32907285813143,0.4796593463022574,-0.05074614012251452,0.4796593463022574,1.8043640516098698
71,0.4894340692863494,12.624307426641467,0.4894340692863494,5.131311286893494,0.4894340692863494,1.051428171768457,0.4894340692863494,8.82671024044073,0.4894340692863494,2.721910682181494,0.4894340692863494,0.4004665568922835,0.4894340692863494,10.505362880432514,0.4894340692863494,-0.05077872744054244,0.4894340692863494,1.4572674534154106
72,0.5019811775239785,12.63682210242598,0.5019811775239785,5.167220746917085,0.5019811775239785,1.058424618050901,0.5019811775239785,8.837414129784971,0.5019811775239785,2.7297036550385827,0.5019811775239785,0.09190742285694332,0.5019811775239785,10.411898691272915,0.5019811775239785,0.3354120170201349,0.5019811775239785,1.4644574137100288
73,0.5157902067011465,12.42584472404009,0.5157902067011465,4.990086353475777,0.5157902067011465,1.3457294640269357,0.5157902067011465,8.445808069853914,0.5157902067011465,2.8297874733114767,0.5157902067011465,0.19992697088678854,0.5157902067011465,7.698315487796136,0.5157902067011465,0.4545311898641269,0.5157902067011465,0.3949256134097221
74,0.5310403094632401,12.486445654893243,0.5310403094632401,4.877156661361356,0.5310403094632401,0.7791636073213689,0.5310403094632401,8.512675510685344,0.5310403094632401,3.504779284195227,0.5310403094632401,0.21660941608723444,0.5310403094632401,7.170635314501061,0.5310403094632401,0.5339807802230105,0.5310403094632401,0.4744690518841021
75,0.5476800876557957,12.175588598068622,0.5476800876557957,4.76520498795878,0.5476800876557957,0.7759333107094558,0.5476800876557957,8.022564729717228,0.5476800876557957,3.5072067045783015,0.5476800876557957,0.21221139343257545,0.5476800876557957,7.180672162779571,0.5476800876557957,0.4960581425216799,0.5476800876557957,0.47060628328457976
76,0.5656581431243614,11.813120836332917,0.5656581431243614,4.458800465465687,0.5656581431243614,0.6328488578553721,0.5656581431243614,8.070780326823419,0.5656581431243614,3.5705691001066056,0.5656581431243614,-0.016344560263605815,0.5656581431243614,7.23171189408144,0.5656581431243614,0.5695214558586232,0.5656581431243614,0.5441549750520254
77,0.5849230777144849,11.86129624536643,0.5849230777144849,4.559722660547053,0.5849230777144849,0.549977166240949,0.5849230777144849,7.514194896275445,0.5849230777144849,3.726909122038779,0.5849230777144849,-0.005340014977331933,0.5849230777144849,7.29488462326917,0.5849230777144849,0.4263569370038431,0.5849230777144849,0.6292195356454222
78,0.6054234932717146,11.394974821226068,0.6054234932717146,4.614575780939466,0.6054234932717146,0.17810483351984366,0.6054234932717146,7.575953731931998,0.6054234932717146,3.7802477263714644,0.6054234932717146,0.05596401815624509,0.6054234932717146,7.357194058027541,0.6054234932717146,0.7540887397265772,0.6054234932717146,0.7082637505849648
79,0.6271079916415983,11.46234332104368,0.6271079916415983,4.694817823648778,0.6271079916415983,0.2667701413924553,0.6271079916415983,7.59413143844762,0.6271079916415983,3.8812458081086816,0.6271079916415983,-0.1143747778266678,0.6271079916415983,6.259265581990253,0.6271079916415983,0.8416604610009104,0.6271079916415983,0.35981048564183044
80,-0.0795191509276241,8.937923263259856,-0.0795191509276241,10.107062900301306,-0.0795191509276241,0.9102253834115782,-0.0795191509276241,3.342536046273535,-0.0795191509276241,9.422038942915227,-0.0795191509276241,1.8024569904846004,-0.0795191509276241,-3.896962857706154,-0.0795191509276241,7.297267235366751,-0.0795191509276241,2.3609484527057156
81,-0.06816035478476129,8.565852153206094,-0.06816035478476129,10.337635206315635,-0.06816035478476129,1.2840343123557378,-0.06816035478476129,3.461065912942793,-0.06816035478476129,9.531796572347323,-0.06816035478476129,1.699664369363139,-0.06816035478476129,-2.9965719237259987,-0.06816035478476129,7.596003773417632,-0.06816035478476129,2.0821539018676924
