,twz_5_probe_0.1_mol_6_x,twz_5_probe_0.1_mol_6_y,twz_6_probe_0.1_mol_6_x,twz_6_probe_0.1_mol_6_y,twz_8_probe_0.1_mol_6_x,twz_8_probe_0.1_mol_6_y,twz_5_probe_3_mol_6_x,twz_5_probe_3_mol_6_y,twz_6_probe_3_mol_6_x,twz_6_probe_3_mol_6_y,twz_8_probe_3_mol_6_x,twz_8_probe_3_mol_6_y,twz_5_probe_6_mol_6_x,twz_5_probe_6_mol_6_y,twz_6_probe_6_mol_6_x,twz_6_probe_6_mol_6_y,twz_8_probe_6_mol_6_x,twz_8_probe_6_mol_6_y
0,-0.21285248426095815,6.757588028393481,-0.21285248426095815,8.598939943473866,-0.21285248426095815,0.19263986787427076,-0.21285248426095815,1.0496469466567504,-0.21285248426095815,8.496236340234761,-0.21285248426095815,0.5186638783980764,-0.21285248426095815,-4.71651685368031,-0.21285248426095815,7.182683983707301,-0.21285248426095815,1.1285909107505545
1,-0.20149368811809532,6.540849211137091,-0.20149368811809532,8.734569341406688,-0.20149368811809532,-0.2631046229511597,-0.20149368811809532,0.793046745685125,-0.20149368811809532,8.244516406473824,-0.20149368811809532,0.5728612972922509,-0.20149368811809532,-5.01338503648966,-0.20149368811809532,6.914526408741242,-0.20149368811809532,0.6685133889551071
2,-0.19163357258875185,6.369473428693839,-0.19163357258875185,8.580418389096195,-0.19163357258875185,-0.4879042434702673,-0.19163357258875185,1.187964396792579,-0.19163357258875185,8.89071099619434,-0.19163357258875185,0.4184055772649175,-0.19163357258875185,-5.275483295097173,-0.19163357258875185,7.1632451518222275,-0.19163357258875185,0.7230179519611177
3,-0.18308176698992967,6.4451213232359725,-0.18308176698992967,8.768173544700755,-0.18308176698992967,-0.5601301814559103,-0.18308176698992967,1.4453658951976196,-0.18308176698992967,9.156952886294878,-0.18308176698992967,0.41397308164873403,-0.18308176698992967,-4.5159381217182535,-0.18308176698992967,7.12224184907105,-0.18308176698992967,0.20025186986759466
4,-0.1756479006386312,6.970725077316935,-0.1756479006386312,8.857627085003225,-0.1756479006386312,-0.2976010205384865,-0.1756479006386312,1.9150972446292909,-0.1756479006386312,9.315436995805413,-0.1756479006386312,0.533834587243532,-0.1756479006386312,-4.4912658378290775,-0.1756479006386312,7.280322985548942,-0.1756479006386312,0.5528567419340426
5,-0.16914160285185814,6.93592032174495,-0.16914160285185814,8.822713571808183,-0.16914160285185814,-0.3723516707786034,-0.16914160285185814,1.9602129885587536,-0.16914160285185814,9.622375436935268,-0.16914160285185814,0.47480293330907397,-0.16914160285185814,-4.341885633179906,-0.16914160285185814,7.818033522337428,-0.16914160285185814,0.7792852487372651
6,-0.16337250294661274,7.567553950373201,-0.16337250294661274,8.945098089487796,-0.16337250294661274,-0.43833879264286085,-0.16337250294661274,2.203656873914824,-0.16337250294661274,9.602844784723612,-0.16337250294661274,0.4537520515343475,-0.16337250294661274,-4.2006094454991505,-0.16337250294661274,7.79820300763008,-0.16337250294661274,0.12203947331656974
7,-0.15815023023988886,7.495265467598563,-0.15815023023988886,9.019360086161788,-0.15815023023988886,-0.5375836660689797,-0.15815023023988886,2.113307781330815,-0.15815023023988886,9.537409265957013,-0.15815023023988886,0.3575109092427995,-0.15815023023988886,-4.059276835977212,-0.15815023023988886,7.7266911360705075,-0.15815023023988886,0.033034991281858946
8,-0.1533992426884256,7.78226817103684,-0.1533992426884256,9.26106165679052,-0.1533992426884256,-0.20489835504229728,-0.1533992426884256,1.9975170936192104,-0.1533992426884256,9.459532460629584,-0.1533992426884256,0.37868849540324984,-0.1533992426884256,-4.206590078663524,-0.1533992426884256,7.763840515001245,-0.1533992426884256,0.7778154596656147
9,-0.14838709013419588,8.128261188301202,-0.14838709013419588,9.22715667386945,-0.14838709013419588,-0.24609308905355887,-0.14838709013419588,1.958508980867077,-0.14838709013419588,9.427932850867803,-0.14838709013419588,0.8075540939019686,-0.14838709013419588,-4.251757807052694,-0.14838709013419588,7.884971410753021,-0.14838709013419588,0.4643929645822994
10,-0.14423601577845394,8.065576311845234,-0.14423601577845394,9.165383801534144,-0.14423601577845394,0.07467204984499021,-0.14423601577845394,2.2658465139110633,-0.14423601577845394,9.935042860801799,-0.14423601577845394,0.7387935577278042,-0.14423601577845394,-4.69421416119238,-0.14423601577845394,7.822084621301194,-0.14423601577845394,0.6169990664207531
11,-0.13853369724716486,7.938146135697039,-0.13853369724716486,9.249720005240096,-0.13853369724716486,-0.08828146464222514,-0.13853369724716486,2.302927894254025,-0.13853369724716486,9.815923345193957,-0.13853369724716486,0.8184346266779884,-0.13853369724716486,-4.878367624123544,-0.13853369724716486,7.69357200974614,-0.13853369724716486,0.6857907826369907
12,-0.1333414050108111,8.47451256683855,-0.1333414050108111,9.15359936327771,-0.1333414050108111,-0.22922330853271813,-0.1333414050108111,2.1734635466857584,-0.1333414050108111,9.72835241409582,-0.1333414050108111,1.280323645507015,-0.1333414050108111,-5.04230126338904,-0.1333414050108111,8.237609421036172,-0.1333414050108111,0.8185971702297695
13,-0.12699612510180625,8.536292968299911,-0.12699612510180625,9.323749736517234,-0.12699612510180625,-0.4126568805463792,-0.12699612510180625,2.1965834842551417,-0.12699612510180625,9.592973338251735,-0.12699612510180625,1.1658255760981597,-0.12699612510180625,-5.248962380197549,-0.12699612510180625,8.095036133925692,-0.12699612510180625,1.0446997654328816
14,-0.11900536217889457,8.717651902404736,-0.11900536217889457,9.185232088800621,-0.11900536217889457,-0.6369671339890135,-0.11900536217889457,2.476015430411365,-0.11900536217889457,9.600205944432991,-0.11900536217889457,1.0941674922322744,-0.11900536217889457,-5.51588786811231,-0.11900536217889457,8.048301472368093,-0.11900536217889457,1.3420819441772662
15,-0.11151350716766685,8.540120423731903,-0.11151350716766685,9.287950910918381,-0.11151350716766685,-0.6840184562493722,-0.11151350716766685,2.464754992050453,-0.11151350716766685,9.64985014892437,-0.11151350716766685,1.1201848605209856,-0.11151350716766685,-5.402929080492001,-0.11151350716766685,7.866541371585202,-0.11151350716766685,1.1179552938274406
16,-0.10153923562313025,9.058146598002256,-0.10153923562313025,9.4161207820647,-0.10153923562313025,-0.4836030286867458,-0.10153923562313025,2.271833377136022,-0.10153923562313025,9.473384339910053,-0.10153923562313025,1.0663404460125325,-0.10153923562313025,-4.749674815028978,-0.10153923562313025,8.127076019558293,-0.10153923562313025,0.9268751515245158
17,-0.0881648858299241,9.470992519577871,-0.0881648858299241,9.592395518446397,-0.0881648858299241,0.059377944236372715,-0.0881648858299241,2.455350783510386,-0.0881648858299241,9.611347308915809,-0.0881648858299241,1.361685356181321,-0.0881648858299241,-4.338987031801381,-0.0881648858299241,8.424273714823325,-0.0881648858299241,1.1563111469917284
18,-0.07369486706580848,9.307340820573417,-0.07369486706580848,9.429325742195374,-0.07369486706580848,0.5414713902233386,-0.07369486706580848,2.258070907326416,-0.07369486706580848,9.448368374556619,-0.07369486706580848,1.1591631976589702,-0.07369486706580848,-2.696201525297633,-0.07369486706580848,8.255604763406671,-0.07369486706580848,1.1931621595410995
19,-0.05920067383140382,9.602816177852038,-0.05920067383140382,9.51864977901956,-0.05920067383140382,0.5865917051639105,-0.05920067383140382,2.176481672490249,-0.05920067383140382,9.488569032583635,-0.05920067383140382,1.4605570907936472,-0.05920067383140382,-1.786760455669319,-0.05920067383140382,8.44479818765711,-0.05920067383140382,1.293619754457561
20,-0.045556862415479314,9.86149036741791,-0.045556862415479314,9.848537321631504,-0.045556862415479314,0.6237475136271038,-0.045556862415479314,2.431899698514808,-0.045556862415479314,9.750625902883161,-0.045556862415479314,1.6918378404087864,-0.045556862415479314,-0.6798566102666331,-0.045556862415479314,8.417400405476341,-0.045556862415479314,1.2345437273317745
21,-0.03393784371839625,9.869114035175842,-0.03393784371839625,9.820594276945888,-0.03393784371839625,0.7946856143357081,-0.03393784371839625,3.378675329324786,-0.03393784371839625,10.051862675539844,-0.03393784371839625,1.7153426849737612,-0.03393784371839625,0.14917263795227614,-0.03393784371839625,8.683081543799801,-0.03393784371839625,1.5042834284329456
22,-0.024193432461442416,10.13132332271887,-0.024193432461442416,9.928500568676986,-0.024193432461442416,0.7849748439059198,-0.024193432461442416,3.47169363877007,-0.024193432461442416,10.005237972608652,-0.024193432461442416,1.9228938023580615,-0.024193432461442416,0.6950977750475161,-0.024193432461442416,8.993326281264158,-0.024193432461442416,1.601039080494555
23,-0.01557801879795851,10.468097287158326,-0.01557801879795851,9.801892450170088,-0.01557801879795851,1.0339052971048224,-0.01557801879795851,4.981678596715542,-0.01557801879795851,10.137603594738474,-0.01557801879795851,1.9465137504615284,-0.01557801879795851,0.74000244382052,-0.01557801879795851,8.939517131275862,-0.01557801879795851,1.6969138943284872
24,-0.008013833453560437,10.46982996657116,-0.008013833453560437,9.659641263168576,-0.008013833453560437,1.0035449703098462,-0.008013833453560437,5.045535033238469,-0.008013833453560437,10.1829655520596,-0.008013833453560437,1.9636962438504046,-0.008013833453560437,1.2896392510116184,-0.008013833453560437,8.79378593505787,-0.008013833453560437,1.6191873055228447
25,-0.0015007960017456412,10.283883376492895,-0.0015007960017456412,9.508142243673172,-0.0015007960017456412,0.9490999867348443,-0.0015007960017456412,5.459502604763728,-0.0015007960017456412,10.285727880597074,-0.0015007960017456412,1.8620925115143083,-0.0015007960017456412,1.0393841368238081,-0.0015007960017456412,8.663317878449082,-0.0015007960017456412,1.371240721698461
26,0.0040132228347128296,10.623342620811428,0.0040132228347128296,9.691457483878631,0.0040132228347128296,1.3115963151003587,0.0040132228347128296,6.3121843476883335,0.0040132228347128296,10.31296850786873,0.0040132228347128296,1.753018658514555,0.0040132228347128296,0.9175349133866552,0.0040132228347128296,8.568641043371926,0.0040132228347128296,1.50902196062457
27,0.013409775216506622,10.485831638576414,0.013409775216506622,9.736056050158304,0.013409775216506622,1.313566184747196,0.013409775216506622,6.9482544218000175,0.013409775216506622,10.174496992616591,0.013409775216506622,1.5880561631440515,0.013409775216506622,2.6197876034574437,0.013409775216506622,8.438349779519077,0.013409775216506622,1.5844568650160475
28,0.0254200519359235,10.586081928798304,0.0254200519359235,9.725671648170938,0.0254200519359235,1.4866590762295864,0.0254200519359235,6.780276008972423,0.0254200519359235,10.011984117510773,0.0254200519359235,1.428196738810444,0.0254200519359235,2.4444763884136913,0.0254200519359235,8.402895565719039,0.0254200519359235,1.4802473461174404
29,0.039116085530396326,10.969168181053156,0.039116085530396326,9.878268798229398,0.039116085530396326,1.3302790684567438,0.039116085530396326,7.581003670516893,0.039116085530396326,9.664777476503032,0.039116085530396326,1.1880687764276032,0.039116085530396326,2.292165579455029,0.039116085530396326,8.463554675244517,0.039116085530396326,1.8787568962480445
30,0.05634831687623863,11.21145959535028,0.05634831687623863,9.760798236358891,0.05634831687623863,1.2510298581019765,0.05634831687623863,8.093624753311074,0.05634831687623863,9.196796690577402,0.05634831687623863,1.0582724368104406,0.05634831687623863,3.4499040954980478,0.05634831687623863,7.990880438389663,0.05634831687623863,1.985219410176252
31,0.07504378396747219,11.141109584746024,0.07504378396747219,9.740940326076197,0.07504378396747219,1.1597906028040026,0.07504378396747219,9.304475758870952,0.07504378396747219,9.122221482114886,0.07504378396747219,0.6529625087442104,0.07504378396747219,3.3632763703455852,0.07504378396747219,7.767124443257194,0.07504378396747219,2.0453187798094996
32,0.09348123046291264,11.317985534869997,0.09348123046291264,9.577433340044973,0.09348123046291264,1.0696865577099588,0.09348123046291264,9.241974555207605,0.09348123046291264,9.187760591432971,0.09348123046291264,0.41350470492089236,0.09348123046291264,3.4647110780729014,0.09348123046291264,7.514588122760176,0.09348123046291264,1.8683334858256777
33,0.1121663670710492,11.231535508572334,0.1121663670710492,9.507626533041687,0.1121663670710492,1.144113845081872,0.1121663670710492,9.131943114231207,0.1121663670710492,9.077504462972692,0.1121663670710492,0.42837655915354234,0.1121663670710492,3.4425530381155696,0.1121663670710492,7.219218578138241,0.1121663670710492,1.7304130674872413
34,0.12801938082448222,11.556018926251815,0.12801938082448222,9.423147119544003,0.12801938082448222,1.0602244331393615,0.12801938082448222,9.494623485746086,0.12801938082448222,9.01869164595778,0.12801938082448222,0.3804191718232389,0.12801938082448222,3.6931774516478733,0.12801938082448222,7.185625081579138,0.12801938082448222,1.7418416074730603
35,0.14191892689191926,11.501897100596507,0.14191892689191926,9.288578341671515,0.14191892689191926,1.1880391623393851,0.14191892689191926,10.370866654300443,0.14191892689191926,8.960718293053368,0.14191892689191926,0.37305209536780737,0.14191892689191926,3.6271202527240196,0.14191892689191926,7.12486923156569,0.14191892689191926,1.2990248191013105
36,0.15323990140820598,11.678892881422751,0.15323990140820598,9.266813720713518,0.15323990140820598,1.3151020284838384,0.15323990140820598,10.309689461638479,0.15323990140820598,8.723304434293741,0.15323990140820598,0.2710105270633582,0.15323990140820598,4.049896181811729,0.15323990140820598,7.164052372858563,0.15323990140820598,1.4175334041406675
37,0.16230847252125263,11.943999600723611,0.16230847252125263,9.097861847897013,0.16230847252125263,0.9276459619388918,0.16230847252125263,10.254892819570866,0.16230847252125263,8.124507923549467,0.16230847252125263,-0.3150164315645325,0.16230847252125263,3.9836779109871094,0.16230847252125263,6.677080268005005,0.16230847252125263,1.3843292600184576
38,0.16950936288185947,11.768538903051416,0.16950936288185947,9.093773403596368,0.16950936288185947,0.7280629828063966,0.16950936288185947,10.251393570761696,0.16950936288185947,7.947924718606144,0.16950936288185947,-0.3238982008323224,0.16950936288185947,4.522829314534332,0.16950936288185947,6.67175908782459,0.16950936288185947,1.310263042232245
39,0.1751523833524563,11.607966910695733,0.1751523833524563,8.953401955906767,0.1751523833524563,0.6171204898940074,0.1751523833524563,10.244194289163516,0.1751523833524563,7.859071429814882,0.1751523833524563,-0.7199008680243003,0.1751523833524563,4.514481518143969,0.1751523833524563,6.629284572278829,0.1751523833524563,1.2686566848144818
40,0.17982920109598932,11.593870322911481,0.17982920109598932,9.044284793439212,0.17982920109598932,0.8843055265045635,0.17982920109598932,10.230238747718442,0.17982920109598932,7.273767087354218,0.17982920109598932,-0.3643453041494291,0.17982920109598932,4.742153793990833,0.17982920109598932,6.130929058847421,0.17982920109598932,1.3047592079693084
