01_Radial_Position_fit(um),01_Radial_Stark_shift_fit(MHz)
39.57190595305232,2.9204167371268777
40.14690595305228,2.711535170700477
40.72190595305226,2.5128971075878876
41.29690595305222,2.3244920150961095
41.87190595305219,2.146248163082582
42.44690595305215,1.9780387258450425
43.021905953052126,1.8196878331306963
43.59690595305209,1.6709765086262338
44.17190595305206,1.5316484417501421
44.74690595305202,1.401415546036404
45.321905953051996,1.2799632647591028
45.896905953051956,1.166955591599266
46.47190595305193,1.0620397810110378
47.04690595305189,0.9648507294306068
47.621905953051865,0.8750150145287391
48.196905953051825,0.7921545852904199
48.7719059530518,0.7158901007797785
49.34690595305176,0.6458439199942358
