01_Radial_Position_fit(um),01_Radial_Stark_shift_fit(MHz)
-53.57809404694238,0.3428885634698365
-53.00309404694242,0.38389611322116535
-52.42809404694245,0.4290756252870073
-51.85309404694249,0.4787525214979579
-51.27809404694251,0.5332649200193689
-50.70309404694255,0.5929624534104243
-50.12809404694258,0.6582048144480614
-49.55309404694262,0.7293600113015006
-48.978094046942644,0.8068023151987939
-48.403094046942684,0.8909098857494672
-47.82809404694271,0.9820620616046014
-47.25309404694275,1.0806363071697553
-46.678094046942775,1.1870048096522448
-46.103094046942815,1.3015307248299675
-45.52809404694284,1.4245640745724777
-44.95309404694288,1.5564373043145132
-44.378094046942905,1.6974605143544768
-43.803094046942945,1.847916384990026
-43.22809404694297,2.008054822061723
-42.65309404694301,2.17808735639141
-42.078094046943036,2.35818133779892
-41.503094046943076,2.5484539717688035
-40.9280940469431,2.748966254313809
-40.35309404694314,2.9597168680270696
-39.77809404694317,3.180636109599819
-39.20309404694321,3.4115799260652815
-38.62809404694323,3.6523241435607705
-38.05309404694327,3.9025589783205348
-37.4780940469433,4.161883924757095
-36.90309404694334,4.429803119691995
-36.32809404694336,4.705721284891602
-35.7530940469434,4.9889403518870665
-35.17809404694343,5.278656873454493
-34.60309404694347,5.573960324957902
-34.028094046943494,5.873832395884677
-33.453094046943534,6.177147367221545
-32.87809404694356,6.4826736637423785
-32.3030940469436,6.789076661748067
-31.728094046943628,7.094922822285255
-31.15309404694366,7.3986852073805185
-30.578094046943693,7.69875042240218
-30.003094046943726,7.993427011385948
-29.42809404694376,8.280955314155435
-28.85309404694379,8.559518774499804
-28.278094046943824,8.827256667744978
-27.703094046943857,9.08227819402078
-27.12809404694389,9.322677860671618
-26.553094046943922,9.54655205390785
-25.978094046943955,9.752016676306884
-25.403094046943988,9.93722570353356
-24.82809404694402,10.100390491068287
-24.253094046944053,10.239799640234159
-23.678094046944086,10.353839212835783
-23.10309404694412,10.441013065699021
-22.52809404694415,10.499963060759814
-21.953094046944184,10.52948889350451
-21.378094046944216,10.52856727289868
-20.80309404694425,10.496370179808295
-20.228094046944282,10.432281928622753
-19.653094046944314,10.335914758588657
-19.078094046944347,10.207122687449832
-18.50309404694438,10.046013370489176
-17.928094046944413,9.85295772303358
-17.353094046944445,9.628597083887271
-16.778094046944478,9.3738477208929
-16.20309404694451,9.08990250768966
-15.628094046944543,8.7782296324664
-15.053094046944576,8.440568234734084
-14.478094046944609,8.078920904426207
-13.903094046944641,7.695543018463574
-13.328094046944674,7.292928932709436
-12.753094046944707,6.873795091352581
-12.17809404694474,6.441060160501113
-11.603094046944772,5.997822337423715
-11.028094046944805,5.547334030689779
-10.453094046944837,5.09297414867683
-9.87809404694487,4.6382182737799535
-9.303094046944903,4.186607036439853
-8.728094046944936,3.741713036104719
-8.153094046944968,3.307106684806671
-7.578094046945001,2.8863213725797086
-7.003094046945034,2.4828183719627126
-6.428094046945066,2.0999519108961864
-5.853094046945099,1.7409348491114
-5.278094046945132,1.4088053924083364
-4.703094046945164,1.1063952719203156
-4.128094046945197,0.8362998015813525
-3.5530940469452297,0.6008502066788116
-2.9780940469452624,0.4020885898384123
-2.403094046945295,0.24174586841534862
-1.8280940469453277,0.12122297952756626
-1.2530940469453604,0.04157560643939527
-0.6780940469453931,0.003502633350893467
-0.10309404694542579,0.007338485614204877
0.4719059530545415,0.05304945979148779
1.0469059530545088,0.1402340936474863
1.6219059530544762,0.26812757102458107
2.1969059530544435,0.4356101014860315
2.771905953054411,0.6412191605393712
3.346905953054378,0.8831654240527548
3.9219059530543454,1.1593521810025844
4.496905953054313,1.4673979627387668
5.07190595305428,1.804662085254843
5.646905953054247,2.168272764153389
6.221905953054215,2.5551574306590426
6.796905953054182,2.9620748516061646
7.371905953054149,3.3856486371592314
7.946905953054117,3.8224017073396523
8.521905953054084,4.268791282342927
9.096905953054051,4.721243962126091
9.671905953054019,5.17619046770229
10.246905953053986,5.6300996297599655
10.821905953053953,6.079511229286097
11.39690595305392,6.521067319377541
11.971905953053888,6.951541686846461
12.546905953053855,7.3678671459664855
13.121905953053822,7.767160394105547
13.69690595305379,8.146744199343045
14.271905953053757,8.504166732734824
14.846905953053724,8.837217901914057
15.421905953053692,9.14394258744224
15.996905953053659,9.422650728007
16.571905953053626,9.671924244483488
17.146905953053594,9.89062083535319
17.72190595305356,10.077874716378194
18.29690595305353,10.233094415190491
18.871905953053496,10.35595776607318
19.446905953053463,10.446404281258113
20.02190595305343,10.504625102196496
20.596905953053398,10.531050757212995
21.171905953053365,10.526336970552313
21.746905953053332,10.491348781975672
22.3219059530533,10.427143245751715
22.896905953053267,10.334950983177455
23.471905953053234,10.216156863799277
24.0469059530532,10.072280087487137
24.62190595305317,9.904953932711535
25.196905953053136,9.715905426098677
25.771905953053103,9.506935174952462
26.34690595305307,9.279897588323951
26.921905953053038,9.036681693795638
27.496905953053005,8.779192736858866
28.071905953052973,8.509334728035174
28.64690595305294,8.228994080159284
29.221905953052907,7.940024454926554
29.796905953052875,7.644232914316767
30.371905953052842,7.343367449220251
30.94690595305281,7.039105934864754
31.521905953052777,6.733046540789339
32.09690595305274,6.426699602416829
32.671905953052715,6.121480941979046
33.246905953052675,5.818706608849154
33.82190595305265,5.519588993389936
34.39690595305261,5.225234254351267
34.971905953052584,4.936640987719174
35.546905953052544,4.654700054768557
36.12190595305252,4.380195478900982
36.69690595305248,4.1138063146241075
37.27190595305245,3.8561093876854464
37.84690595305241,3.607582802819967
38.42190595305239,3.36861011469475
38.99690595305235,3.1394850583029226
