01_Radial_Position_fit(um),01_Radial_Stark_shift_fit(MHz)
40.72190595305226,4.537523383369191
41.29690595305222,4.168799014202092
41.87190595305219,3.822502527134785
42.44690595305215,3.4981138602463537
43.021905953052126,3.1950219491119904
43.59690595305209,2.9125388587193757
44.17190595305206,2.649913238224838
44.74690595305202,2.406343011976659
45.321905953051996,2.180987239697397
45.896905953051956,1.97297709705833
46.47190595305193,1.7814259449207122
47.04690595305189,1.605438471126933
47.621905953051865,1.444118902806862
48.196905953051825,1.2965782996657134
48.7719059530518,1.1619409496190047
49.34690595305176,1.039349897448004
